RegistrationNo,CompanyName,BuildingNumber,StreetName,TownName,CountrySubDivision,PostCode,Country
89450073LBUNQDAPO625,DHABALESWAR INDUSTRIAL TRAINING CENTRE MANAGING TRUSTEES,"15, 1149","nan, Bomikhal, Jharapada, 15-GOVIND VIHAR, PLOT NO. 1149",BHUBANESWAR,,751010,IN
984500G9DA8375B97087,ARMIX CONSTRUCTION MACHINERY PRIVATE LIMITED,121F,"nan, Bommasandra Industrial Area, NO. , BOMMASANDRA INDUSTRIAL ESTATE, BOMMASANDRA",BANGALORE,IN-KA,560099,IN
8945006Q1JJ3K09C3A59,AKSHAR DEVELOPERS,304,"nan, Bopal, B- PRAHARSH HIGHLAND SAFAL PARISAR ROAD BOPAL",AHMEDABAD,,380057,IN
335800MDIOYMJE56XY60,SARASWATI PROCON,"39, B AND 39, 30, 01","nan, Bopal, LS NO. 39/B AND 39/C, FP NO. 30, TP NO. 01, AADITYA TWO, DPS NEELKANTH ROAD, OPP, NIRGUN RISE",AHMEDABAD,IN-GJ,380058,IN
984500K110D0EDB75547,MANGALMURTI UNIQUE REALTY LLP,"18, 19, 20, 4, 195","Gola Lane, Borabazar Precinct, Ballard Estate, Fort, 18-19-20, Floor-4, Plot-195, Saheb Building, Jivaji, Bora Bazar, G.P.O.",Mumbai,IN-MH,400001,IN
984500T1FDL5KBH22A77,COSMOS AGENCIES LLP,"306, 197, 199","197, Doctor Dadabhai Naoroji Road, Borabazar Precinct, Ballard Estate, Fort, 306, BNG (DAVER) HOUSE, 197/199 D.N.",Mumbai,IN-MH,400001,IN
894500AXJVUJPOYJXY52,Asaanjo Styles And Fashion Private Limited,6 FLOOR 2 PLOT 191,"Perin Nariman Street, Borabazar Precinct, Ballard Estate, Fort,  MILAN, BUILDING ST, Stock Exchange",Mumbai,,400001,IN
984500DCB4ACK3B85705,HAL KO INFRAPROJECTS,"14, 3","nan, Borivali West, 14, Near Zoom Plaza, Plot No. 3, R.S.C.I, Gorai-III, Borival West",Mumbai,IN-MH,400092,IN
984500AF539DE47D3D37,ALFA AGROTECH,"Shop 2, 1","nan, Borkhera, Shop 2, Plot No. 1-A, Shree Ram Nagar, Main Deoli Arab Road, Millan Properties",Kota,IN-RJ,324007,IN
2138007CBG2HBSBP7T61,ADM INVESTMENT MANAGER INDIA PRIVATE LIMITED,"83, GATE NO 1","120 Feet Rd, Borsapada, Kandivali West, F-83, PROFIT CENTRE, GATE NO 1, NEAR PIZZA HUT, MAHAVIR NAGAR",MUMBAI,IN-MH,400067,IN
8945009241CA3UFFCM38,SHAKTI ROADLINES,1ST,"nan, Borsojai, Basistha, GOLAPI MARKET, OPP NIDHI BHAWAN,  FLOOR, LALMATI, BELTOLA",GUWAHATI,,781029,IN
335800NCE2IKJ995JV26,RIO LUXURY HOMES PRIVATE LIMITED,"202, 7","Mapusa - Anjuna - Chapora Road, Bounta Vaddo, Bouta Waddo, SURVEY NO-202/7, BATACHEM BATLEM ALDELA SERENIA BOUTAVADO, ASSAGAON BARDEZ, NORTH GOA",BARDEZ,IN-GA,403507,IN
98450060F4D6684B1D39,SHERAJ CHAI IMPEX PRIVATE LIMITED,"11, 11, 1, 1ST","Bepin Behari Ganguly Street, Bowbazar, 11 & 11/1, 1ST FLOOR, B B",Kolkata,IN-WB,700012,IN
9845007D6596F65FF715,THREADS EMPORIUM PRIVATE LIMITED,42,"nan, Brahampuri, , Muncipal Colony, Rajmal Ka Talab Brahmpuri",Jaipur,IN-RJ,302003,IN
8945009S4T50ZP70XI21,PROTEC TRADING PRIVATE LIMITED,"001, 3","nan, Brahmand, Thane West, 001-BWING, GRISHMA, PRAKRUTI PARK, BEHIND BRAHMAND PHASE-3, AZAD NAGAR, GHODBUNDER ROAD",THANE,,400607,IN
9845007FD054CFH01566,CHARLES MOTORS,192A,"nan, Brahmin Colony, , NEW COLONY",THOOTHUKUDI,IN-TN,628003,IN
335800KGIIGVAXO2JR81,R R WINE MART,134,"134, Kamaraj Salai, Brindavan Colony, NO., PUDUCHERRY",PUDUCHERRY,IN-PY,605013,IN
9845005BAEH0B75F4493,SYNERGY TELECOM PRIVATE LIMITED,"47, 24","nan, Budella, Vikaspuri, WZ-47, OLD PLOT NO. 24, NEAR SAINI CHOWK, BODELLA VILLAGE, VIKAS PURI",DELHI,IN-DL,110018,IN
984500E3K8E3A76B0722,CLARIMS PLANTATION PRIVATE LIMITED,172,"nan, Building No. /IV, KMR Building, Vellimala, Vandanmettu, Idukki",Udumbanchola,IN-KL,685551,IN
984500ADADB8A002E646,VEMBANADU FARM TOURISM AND RESORTS PRIVATE LIMITED,99,"nan, Building No. III -  - D, AMIRTHA MUDI, Idukki",MELORAM,IN-KL,685532,IN
984500A5139C38CA7611,SBEC SYSTEMS (INDIA) LIMITED,"Building no 98, 1400, Hemkunt Tower 98","nan, Building no 98, Nehru Place, 1400, Hemkunt Tower 98",New Delhi,IN-DL,110019,IN
335800YUTCR1IIKWTE87,PYRAMID TOWNSHIPS PRIVATE LIMITED,"Building no 98, 403, HEMKUNT TOWER 98","nan, Building no 98, Nehru Place, 403-A, HEMKUNT TOWER 98, SOUTH DELHI, NEW DELHI, DELHI, INDIA",DELHI,IN-DL,110019,IN
984500866DA9AA100B55,BLACK GOLD RECYCLING PRIVATE LIMITED,"116, 24, 191, 34, 06","nan, Burari, KHASRA NO. 116/24 G/F PVT, 191/34, GALI NO. 06",Delhi,IN-DL,110084,IN
984500E1401A5BF9BM07,AMR STONE CRUSHER,Mayu 1,"nan, By Pass Road",Lower Dibang Valley,IN-AR,792110,IN
335800BJWWJY9G3NPY61,R.P.M. CREATIONS,"116, 65","nan, C -116, SECTOR - 65",GAUTAM BUDH NAGAR,IN-UP,201301,IN
8945007Z5NF1LJXYT214,ERA OVERSEAS,"C 911, 912","Applewoods Township Main Road, C 911-912, Swati Trinity, SP Ring, Shela",AHMEDABAD,,380058,IN
3358008PI4QPNW93OH34,JOSHI JAGTAP ASSOCIATES,10,"nan, C BUILDING, Kothrud, GROUND FLOOR, UDAY PARK, S.NO.",PUNE,IN-MH,411038,IN
8945005VEH9BIPLCVQ75,SAHYADRI STHAPATYA PRIVATE LIMITED,"195, 1 TO 8, 3 1","nan, C S NO. 195/1 TO 8 PLOT NO.3 1ST FLOOR SAHYADRI EARTH BUILDING T K PATIL SIR MARG NEAR LAXMI MANDIR SANGLI",SANGLI,,416416,IN
98450077743E3DC1FE20,V5 LOGISTICS & WAREHOUSING PRIVATE LIMITED,"205, 2ND","Ajmer Road, C Scheme, Gopalbari, FLAT NO.  FLOOR, UPASANA FIRST AVENUE",Jaipur,IN-RJ,302006,IN
9845009A0C57D03PM526,V5 TRADECOMM PRIVATE LIMITED,"92, 205","Ajmer Road, C Scheme, Gopalbari, PLOT NO. B-92, FLAT NO. 205, UPASANA FIRST AVENUE, PUNJAB NATIONAL BANK ATM, GOPAL BARI, P.W.D. OFFICE",JAIPUR,IN-RJ,302006,IN
33580035FGWCSVSAKO95,RVJ AGRO FUEL PRIVATE LIMITED,2319,"Bhausingji Road, C Ward,  C WARD, KOLHAPUR",KOLHAPUR,IN-MH,416002,IN
3358009LGG6GXUYOSE66,DALTON INVESTMENT ADVISORY SERVICES PRIVATE LIMITED,"802, 38, 39","nan, C, Bandra Kurla Complex, Bandra East, DEXTRUS WORKSPACE, A-802, CRESCENZO, C/38-39, G BLOCK, MUMBAI CITY",MUMBAI,IN-MH,400051,IN
8945008E8V8A5QA4XI04,NATIONAL COLOUR CHEM,"Phase 2, 1, 269, 2","nan, C, Dibiyapur, Phase 2, Vatva GIDC, C-1/269, PHASE-2, GIDC VATVA",AHMEDABAD,,382445,IN
9845003E6437A6B9BB38,BHIKKI METALS PRIVATE LIMITED,14,"nan, C-, FIRST FLOOR, ANAND VIHAR",DELHI,IN-DL,110092,IN
9845008ECK9052CBHB17,SHASHI METALS PRIVATE LIMITED,14,"nan, C-, FIRST FLOOR, ANAND VIHAR",DELHI,IN-DL,110092,IN
9845004763WDDA7EBA27,SITA FLOUR MILLS PRIVATE LIMITED,"15, 16","nan, C-, industrial area, Donar, DONAR INDUSTRIAL AREA",DARBHANGA,IN-BR,846004,IN
9845008C0BC596C11189,CREATIVE INFOTECH SOLUTIONS PRIVATE LIMITED,222,"nan, C-, BELGIUM, CHAMBERSOPP LINEEAR BUS STAND, DELHI GATE",SURAT,IN-GJ,395002,IN
335800MJ1DI2MKZQZK37,MOOPAY PRIVATE LIMITED,"25, 7TH","Hosur Road, C- MILE STONE, MAIN, BAJRANG HOUSE, KUDLU GATE",BANGALORE,IN-KA,560068,IN
3358005DL3HEAMSMMQ53,GOEL IMPEX,31,"nan, C-/A, SARDAR INDUSTRIAL ESTATE, AJWAR ROAD, VADODARA, VADODARA, GUJARAT",VADODARA,IN-GJ,390019,IN
3358009TR5SVR6ZUJY60,REINO PREFAB PRIVATE LIMITED,402,"nan, C-, DEVENDRA LAL KHAN ROAD",KOLKATA,IN-WB,700025,IN
335800GL8XMF64PHRE91,AMBA OXY ENTERPRISES PRIVATE LIMITED,47 SECTOR6,"nan, C-, NOIDA",NOIDA,IN-UP,201301,IN
984500E0F4D957060744,M/S NAVKAR HOSPITAL,63,"nan, C-, Dharsiva, shailendra nagar",RAIPUR,IN-CG,492001,IN
6488O3UG6AR160Z77J90,VARDHMAN DEVELOPERS,73,"nan, C-, SHAILENDRA NAGAR",RAIPUR,,492001,IN
8945003R6OGAIX93ZQ13,DayaShanker Jewellary House,"18, 26","nan, C.K. 18/26-THATHERE BAZAR",VARANASI,,221001,IN
8945001T4LLZ2E419Y90,D&A MAKDWELL CONSTRUCTION PRIVATE LIMITED,0,"nan, C/ AARTI KUMARI, ABHISHEK BLDG, NEAR AMANTRAN VATIKA, UPPER BILASI",DEOGHAR,,814112,IN
6488GB4ZWI4001UQ4696,Royal Kissan Agro,1306,"Tata Power Road, C/, Srushti Residency, Behind R.K Tower, Dombivli",THANE,,421201,IN
984500557FB55EM4BA34,ELITE WELL BORE INDIA PRIVATE LIMITED,"2009, 20TH","nan, C/ FLOOR, KAILAS BUSINESS PARK",MUMBAI,IN-MH,400079,IN
984500B9D7C4C7979C17,ELITE WELLBORE SERVICES INDIA PRIVATE LIMITED,"2009, 20TH","nan, C/ FLOOR, KAILAS BUSINESS PARK",Mumbai,IN-MH,400079,IN
33580045DK2PKDXA3Y19,BABA KAMLESH TEXTILES,PLOT NO 1016,"nan, C/O KAMLESH AGARWAL, , DR MOTICHAND AGRAWAL LANE, BEHIND JAWAHAR BHOJNALAY, GARHWA, GARH",GARHWA,IN-JH,822114,IN
335800ZE7P5K1FRQWL90,BALAJI VEHICLE IN PRIVATE LIMITED,WARD NO 4,"nan, C/O KARTAR SINGH, , BHEDI, BANDI, KANGRA",KANGRA,IN-HP,176209,IN
335800QFEQF71V12D807,RAMSARAN SINGH PROJECTS LLP,SUKMA WARD NO 10,"nan, C/O RAMSARAN SINGH BHADORIYA, SHANTI NAGAR, , KONTA",SUKMA,IN-CG,494111,IN
335800VRT67SNDLWHG83,FATEH ENGINEERING INDIA PRIVATE LIMITED,"1362, 1","nan, C/O SUKHCHAIN SINGH SIDHU, 1362, SUSHANT CITY-1, NEAR KOT SHAMIR",BATHINDA,IN-PB,151001,IN
335800H19WBTABAME752,DEEPROJ SOLAR PRIVATE LIMITED,1,"nan, C/O SURESH CHOUDHARYH NO. , NAND NAGAR, PALI, JAITARAN",PALI,IN-RJ,306302,IN
984500B64BB11A888684,CHANNAGIRI ARECANUT GROWERS AND MARKETING SOWARDA CO-OPERATIVE ASSOCIATION,"CAG01, CAG02","nan, CAG01/CAG02, Behind TUMCOS Building, Channagiri",Davanagere,IN-KA,577213,IN
98450075RF6F9EU9DA69,CONSULTA ENTERPRISES,"1ST, 106, TOWER 5","nan, CBD Belapur, 1ST FLOOR, K-106, TOWER 5, I T PARK, BELAPUR RAILWAY STATION",Raigad,IN-MH,400614,IN
984500375EFEFD14B908,CONSULTA TECHNOLOGIES PRIVATE LIMITED,"K101 and K102, 1st, 5","nan, CBD Belapur, K101 and K102, 1st Floor, Tower No. 5, International Technology Park, Belapur Railway Station, Building, Thane",Navi Mumbai,IN-MH,400614,IN
8945003O9D0PE9ZEK615,BIMA DEVELOPERS PRIVATE LIMITED,3RD,"798, Road Number 36, CBI Colony, Jubilee Hills, PLOT NO, HANSA PLAZA,  FLOOR, NO, JUBILEEHILLS",Hyderabad,,500033,IN
984500F64DMF966CZC75,ANAND ASSOCIATES INFRA LLP,"121, 123","nan, CC-121/123, GOL MARKET, SABZI MANDI LINK ROAD, NEAR MAMA KA HOTEL, JAWAHAR NAGAR",JAIPUR,IN-RJ,302004,IN
3358003WMBK6ZAGSQF42,SILVER SUPPER FOODS PRIVATE LIMITED,CENTERONE COMPLEX TF 305,"nan, NR WOCKHARDT HOSPITAL",RAJKOT,IN-GJ,360007,IN
3358006ELXKJZ7VFQO61,JAISWAL TRADERS,"31, 31","National Highway 31, CHANDAN NAGAR BY PASS ROAD NH-31, GULAB BAGH, PURNIA BYPASS, NEAR BY DUNDA CHOWK PY PASS ROAD NH-31, PURNEA",PURNEA,IN-BR,854326,IN
335800NZNIPMI91DYU17,M/S JAY CABLE INDUSTRIES,"234, 64","nan, CHANDIYAL GAMIJ ROAD, KHATA NO-234, SURVEY NO-64, VILLAGE PASUNIYA, TALUKA-DEHGAM",GANDHINAGAR,IN-GJ,382433,IN
984500WE43C3857B9209,SREE LAKSHMI MOTORS,"33, 11","nan, CHILUKAVANIKANDRIKA, SURVEY NO. 33/11, CHENNAI ROAD, THOTTEMBEDU",Chittoor,IN-AP,517640,IN
984500A7489CB3D76E66,SHREE VENKATESHWARA FOODS PRIVATE LIMITED,"83, 18, 19, 20","nan, CIB Colony, Plot No. 83/18, 19 & 20, N.K. Industrial Area, Opp IOC Department, Kalaburagi, GB Central Bus Stand",Gulbarga,IN-KA,585102,IN
3358003MA86KJA1HZE53,VANTAGE RESEARCH PRIVATE LIMITED,2,"2, Sivasamy Street, CIT Colony, Mylapore, NO.",CHENNAI,IN-TN,600004,IN
335800Z4ZWQIC16K8X98,LOGWOOD VINIMAY PRIVATE LIMITED,"307, 3RD, 34","nan, CLIVE SQ, FLAT-307, 3RD FLOOR, 34, INDRA KUMAR KARNANI STREET",KOLKATA,IN-WB,700001,IN
98450046E12F0F1E0F84,KSL KANTOOR FOOD PRODUCTS LLP,"01, 445, 1","nan, CQAL Layout, Sahakar Nagar, Site No. 01, 445/1, Outpost Police Station Road, Sahakaranagar",Bangalore,IN-KA,560092,IN
335800D7YM7ZGDMHGT32,BN GARUDA INDUSTRIES PRIVATE LIMITED,CS 622,"nan, KUMBHAR LANE P.VAD, TAL-HATKAN, HATKANAGALE",KOLHAPUR,IN-MH,416112,IN
984500AA5C8FD4065119,CLAIRON FILTERS,16A,"nan, CSEZ, PLOT NO. , KAKKKANAD",ERNAKULAM,IN-KL,682307,IN
984500FAE0667BEEE653,BHATI MARKETING AND SALES LLP,571,"nan, CTS NO. , MATH GALLI",Belgaum,IN-KA,590001,IN
9845005DB2F7P5956241,SANGYA,4D,"4, Ram Kamal Sen Lane, Calcutta University, Bowbazar, , Madhab Das",Kolkata,IN-WB,700006,IN
9845000F8D2B8EF50C73,GOMTI HEALTHY NUTRIENTS PRIVATE LIMITED,105,"13, AP Sen Road, Cash and Pay Colony, Charbagh, Flat no. , First Floor, Rohit Paradise Appartments, Rd",LUCKNOW,IN-UP,226004,IN
8945008W9EH3UJW0HI57,ASHOK METAL AND TUBE,"OFF NO 8, 2731, 2ND","nan, Cawasji Patel Tank, Bhuleshwar, OFF NO 8, 2731, SHRINATH CO OP HSG SOC LTD, C P TANK ROAD, 2ND PANJRA POLE LANE",MUMBAI,,400004,IN
984500AOT3556B246C96,Renaissance Trading Corporation,"Floor 0, 11, 124, 138","Sant Savata Mali Marg, Cemetery, Byculla East, Chinchpokli, Floor 0, 11, Plot No. 124/138, Mustafa Bazar, Savta, Byculla",Mumbai,IN-MH,400027,IN
3358005F8PEHKE5PTM73,NEW LOOK SKIN CARE LIMITED,99,"nan, Central Market, Lajpat Nagar II, Lajpat Nagar, E- LAJPAT NAGAR IICENTRAL MARKT, NEW DELHI, DELHI",DELHI,IN-DL,110024,IN
984500801F93DFA4B453,SRB POWER INDIA PRIVATE LIMITED,64,"nan, Central Spine, Vidyadhar Nagar, S-, Agarsen Tower, Central Spine Road, Vidhyadhar Nagar",Jaipur,IN-RJ,302039,IN
9845006AD4CO0D49K515,BRICS GREEN PRIVATE LIMITED,219,"Sadanand Hasu Tandel Marg, Century Bazaar, Prabhadevi, , Kaliandas Udyog Bhavan, S H, Near Century Bazaar",MUMBAI,IN-MH,400025,IN
254900TDKQ0DQ8R0FN90,INDUS 2024 POOL 4 - TRUST,7,"Appasaheb Marathe Marg, Century Bazaar, Prabhadevi,  FLOOR, CNERGY",MUMBAI,IN-MH,400025,IN
254900G801FUNGVN1O43,INDUS 2024 POOL 6 - TRUST,7,"Appasaheb Marathe Marg, Century Bazaar, Prabhadevi,  FLOOR, CNERGY",MUMBAI,IN-MH,400025,IN
98450002C7FIAL809424,NARCL TRUST - 0024,"1, 8th, 794","Pandurang Budhkar Marg, Century Mills, Worli, Unit No. 1, 8th Floor, Birla Centurion, Wing B, Plot No. 794, Bhudhar, Century Mill",Mumbai,IN-MH,400030,IN
9845007A5DC559DD7D75,NARCL TRUST - 0022,"1, 8th, 794","Pandurang Budhkar Marg, Century Mills, Worli, Unit No. 1, 8th Floor, Birla Centurion, Wing B, Plot No. 794, Bhudhar, Century Mill",MUMBAI,IN-MH,400030,IN
64886C3QOP69U8I9E837,MODY LIFESTYLE CARS PRIVATE LIMITED,"8, 2, 293, 82, PLOT NO 1199","nan, Chaitanya Enclave, Flat No. 8-2-293/82/A, PLOT NO 1199, JUBILEE HILLS, Shaikpet",HYDERABAD,,500033,IN
984500104A8DDEFDN413,SUMANG ENERGY SOLUTIONS PRIVATE LIMITED,MHADA BOAD COL S N 36,"Gandhi Bhavan Road, Chaitanya Nagar, Kothrud,  NR, SWAROOP PARK",Pune,IN-MH,411038,IN
98450044DE1V2BD2EB13,GURU RAMDAS STONE PRODUCTS,"79, 18, 3, 1, 22, 8, 1","nan, Chak No. 79, Khata No. 18/3/1 and Khata No. 22/8/1, Surajpur Amaria",PILIBHIT,IN-UP,262001,IN
984500EA7D8AC7D4FQ85,JAY LAXMI FOOD PROCESSOR,"398, 255, 84, 1091, 1092, 1093, 1094, 1095, 1096","Binka Road, Chaka No. 398, Khata No. 255/84, Plot No. 1091, 1092, 1093, 1094, 1095, 1096, Arigaon Turum, Sindurpur",Subarnapur,IN-OD,767045,IN
98450082C9E57E90X305,LGT CAPITAL MARKETS PRIVATE LIMITED,"B 201, 202, 2nd","nan, Chakala Industrial Area (MIDC), Andheri East, B 201/202, 2nd Floor, Kanakia Wallstreet, Chakala Midc",Mumbai,IN-MH,400093,IN
98450085Y510F1C1C157,ASREC - PS 05/2024-25 TRUST,"201, 202A, 2","Guru Hargovindji Road, Chakala, Andheri East, Unit No. 201, 202A, Ground Floor, Building No. 2, Solitaire Corporate Park, Andhere Ghatkopar, Link",Mumbai,IN-MH,400093,IN
9845008A4B60FGF81643,ASREC - PS 03/2024-25 TRUST,"201, 202A, 2","Guru Hargovindji Road, Chakala, Andheri East, Unit No. 201, 202A, Ground floor, Building No. 2, Solitaire Corporate Park, Andheri Ghatkopar Link, Andheri (East)",MUMBAI,IN-MH,400093,IN
335800BQMDGAFK8MOA19,GLITZ FINISHING PRODUCTS LLP,"2037, B1","PRA-128, New Colony Road, Chakkalakkal, Palarivattom, BUILDING NO. 2037/B1, KOLATH TOWERS, OPP. EMC",ERNAKULAM,IN-KL,682025,IN
89450061ENO9EZGNEE64,AEROTECH ENG. WORKS PRIVATE LIMITED,NORTH 24,"nan, Chaltaberia, CHALTABERIYA, DUTTAPUKUR,  PGS",KOLKATA,,743248,IN
8945008D0IU51VN3P217,AJAY KUMAR GHANSHYAMDAS PROPERTIESDEVELOPERS PRIVATE LIMITED,"10, 23","10, Vithoba Lane, Champa Wadi, Kalbadevi, 10/23 VITHALWADIKALBADEVI ROAD",Mumbai,,400002,IN
984500904C3DF4098736,Sree Kalyani logistics,"108, 2","4th Main Road, Chamrajpet, 108/2, Ezyloads Logistics, Chamarajpet",Bengaluru,IN-KA,560018,IN
9845007MADAF440B4E84,LALIT ARTS INDIA,"503, 505","nan, Chandan Hola, 503/505, FATEHPUR BERI",DELHI,IN-DL,110074,IN
335800M9V46OVWA2JM62,CREOSPAN PRIVATE LIMITED,"50, 2, 8","nan, Chandan Nagar, Kharadi, S. NO. 50/2, PL NO. 8 CHANDAN NAGAR",PUNE,IN-MH,411014,IN
335800W51J1WJQRYSD80,SHUBHARAMBH INFRASTRUCTURE PRIVATE LIMITED,101,"Mira Bhayandar Road, Chandan Shanti, East, , S. A. RESIDENCY, LATIF PARK OPP. S. K. STONE",THANE,IN-MH,401107,IN
6488G2O0J55AM73T7E67,SHREE RAM REALTY,"33, 6","Mira Bhayandar Road, Chandan Shanti, East, SHOP NO.33, POONAM SHRUSHTI CHS LTD, BLDG NO.6, LATIF PARK, OPP.S K STONE, BHAYANDER, Maharashtra",Thane,,401107,IN
335800MW7TFVVBQH7R64,KNC INFRASTRUCTURES,PID NO 56281 1,"80 Feet Road, Chandana Complex, ST FLOOR MAHALAKSHMINAGARA, BATAVADI NEAR MIRCHI PETROL BUNK",TUMKUR,IN-KA,572103,IN
33580029EA72Z1ZW1D75,NEW DIMOS FURNITURE,"586, 587, 626","nan, Chandanathope, KP-XVII/586/587/626, NEW DIMOS FURNITURE, CHANDANATHOPPU PO, CHANDANATHOPPU",KOLLAM,IN-KL,691014,IN
33580021D2WGBD5RBI38,BETWEEN A AND Z CREATOR PRIVATE LIMITED,"21, 22","nan, Chandivali, Powai, 21-22, PANCHVATI, PANCH SHRISTHI COMPLEX BEHIND, S M SHETTY HIGH SCHOOL JR COLLEGE",MUMBAI,IN-MH,400072,IN
9845008774B7BC5E4449,AIRGUN AND SLINGSHOT ASSOCIATION OF GUJARATI,B504,"nan, Chandlodiya, , ICB ISLAND, NEAR VANDEMATARAM CHOWK, NEW S G ROAD, GOTA",Ahmedabad,IN-GJ,382481,IN
8945001YILTUEQNT6E60,SUMCAP ASSETS PRIVATE LIMITED,"108, 2, 1st","9/10, 2nd cross, Chandra Layout, marthahalli, Sy, No, 108/2, Millenia Building, 1st Main MSR Layout, Munnekollala Village, Marathahalli, Outer Ring Road",Bangalore,,560037,IN
335800MLLTA8U27CGA64,MOSACH INTERNATIONAL PRIVATE LIMITED,"3160, 43, 228, 229","nan, Chandra Nagar, Balanagar, H NO.3160 PN-43, LEFT PORTION S.N. 228-229, KESHAV PURAM",DELHI,IN-DL,110035,IN
335800VWCWV7IDDKUZ54,INDIAN COTTON SOLUTIONS.COM LIMITED,"402, 6, 2","nan, Chandramouli Nagar, FLAT NO.402, JAYAS ICONIC, 6/2, CHANDRAMOULINAGAR",GUNTUR,IN-AP,522007,IN
984500Z59ADFB675Y590,STELLAR IML INDUSTRIES,"4, 5, 6, 208, 2, 2, 208, 2, 4","Silvassa - Vapi Road, Chanod Colony, GROUND FLOOR, SHED NO. 4, 5 & 6, SURVEY NO. 208/2/2, 208/2/4, NEAR DADRA CHECK POST, DADRA AND NAGAR HAVELI",Alok City,IN-DH,396230,IN
8945005ZV86L165UUU39,PARAMOUNT COMMERCIAL CORPN PVT LTD,25,"nan, Charkop, Charkop Industrial Estate, Kandivali West, , GOVT. INDUSTRILA ESTATE KANDIVALI (WEST), MUMBAI, Maharashtra",MUMBAI,,400067,IN
335800DJOVTIFBX2EM15,WATTHUT ELECTRONICS PVT LTD,H NO 311,"nan, Chauhan Mohalla, Madanpur Khadar Village, Madanpur Khadar, -A, F/F, CHOUHAN MOHALLA, VILL MADAN PUR KHADAR, SARITA VIHAR, SOUTH DELHI",DELHI,IN-DL,110076,IN
335800IYAKVMKOHG8D84,XNEETI TECH PRIVATE LIMITED,Sector 4,"965, 100 Feet Road, Chawla Colony, , Ballabhgarh, HOUSE NO., BALLABGARH",FARIDABAD,IN-HR,121004,IN
335800ARMQPWHZ421L79,WELDWELL SPECIALITY PRIVATE LIMITED,"401, 133, 134","133, CG Road, Chembur Colony, Chembur, 401 VIKAS COMMERCIAL CENTRE, DR.C.GIDWANI, 133/134 ACHARYA COMM CENTREDR, NEAR CUBIC MALL, CHMEBUR",MUMBAI,IN-MH,400074,IN
98450015CD6891588C05,VISHWA SHAKTI CO OPERATIVE HOUSING SOCIETY LIMITED,30,"nan, Chembur, Plot No. , Vishwa Shakti Co Op Hsg Soc Ltd",Mumbai,IN-MH,400089,IN
335800AB75BPIGBAKF80,TECHSYS AUTOMATION PRIVATE LIMITED,"61, 2, PHASE 2","nan, Cherlapalli, PLOT NO. 61/2, PHASE 2, CHERLAPALLY, HYDERABAD, HYDERABAD",HYDERABAD,IN-TS,500051,IN
64881NML69G4KCA42034,MARITRONICS INDIA PRIVATE LIMITED,"1, 8th","1, Harrington Road, Chetpet, NO.1, KRM Towers, 8th Floor",Chennai,,600031,IN
254900GRO52KDRVGL749,PYRAMID TIMBER INDUSTRIES PRIVATE LIMITED,"A1, B4","nan, Chhatarpur Extension, Chhatarpur, A1/A-B4, Main Road, Chattarpur Extension",New Delhi,IN-DL,110074,IN
8945002QJFRKLCPU9I53,SD CONSTRUCTION AND ENGINEERS PRIVATE LIMITED,001,"Gopalpura Bypass Road, Chhayadip Nagar, Shri Gopal Nagar, Gopal Pura Mode, K-, PEARL GREEN ACRES, SHRIGOPAL NAGAR",JAIPUR,,302012,IN
335800RGGQENNVQEWP20,YOGESHWAR POLYMERS,P 196,"nan, Chhipakuva, NEAR CHIRIPAL TEXTILES, F. , SAIJPUR, GOPALPUR PIRANA ROAD, PIPLAJ, AHMEDABAD, GUJARAT",AHMEDABAD,IN-GJ,382315,IN
8945002QUIV3VBDLKM36,AVS Sales Corporation,18,"nan, Chhoti Gwaltoli, , INDORE",MADHYA PRADESH,,452001,IN
9845002EF638FB443C54,TAPADIA DIAGNOSTIC CENTRE PRIVATE LIMITED,"1, 7, 1072","RTC X Road, Chikkadpally, New Nallakunta, H NO. 1-7-1072/A, R.T.C.",Hyderabad,IN-TS,500020,IN
335800GE2P7JIBB1SI38,VENTURES HOSPITALITY INDIA PRIVATE LIMITED,206,"nan, Chikkajala, , UTOPIA, TARABANAHALLI, CHIKJALA",BANGALORE,IN-KA,562157,IN
335800DUZGDF4RJJK132,AMBAVANA CHARITABLE TRUST,"15, 5","15, 2nd Cross Road, Chikkanna Garden, Shankarapura, 15/5, CHIKKANA GARDEN, SHANKARPURAM",BANGALORE,IN-KA,560018,IN
335800U5BDY5L8N8NP41,EL BETHEL VENTURES LLP,"178, 110, 2ND","3, Akbarabad 1st Street, China Raji Thottam, Kodambakkam, NEW NO.178, OLD NO.110, 2ND FLOOR, RANGARAJAPURAM MAIN ROAD, CHENNAI CITY CORPORATION",CHENNAI,IN-TN,600024,IN
894500875VYYSL3OTY50,ARA MULTIMETALS PRIVATE LIMITED,"202 2, 66F","nan, Chinchbunder, Mandvi, 202 2ND FL P. 66F STEEL, CENTER CHINCHBUNDER, Princess Dock",Mumbai,,400009,IN
2138001HW81HM22YAG49,KUSUMA PHARMA PRIVATE LIMITED,"2ND, 204","Priya Apt, Kasthurba Road, Chinchpada, Borivali East, 2ND FLOOR, A/204, APARTMENTS, MAIN CARTER",MUMBAI,IN-MH,400066,IN
